#chrom	txStart	cdsEnd	name2
chr1	161135149	161137942	LOC112543491
chr1	161141207	161141336	LOC124900457
chr1	161153977	161158448	UFC1
chr1	161153977	161158492	UFC1
chr1	161159499	161164165	USP21
chr1	161159499	161165447	USP21
chr1	161159700	161165447	USP21
chr1	161159719	161165447	USP21
chr1	161162291	161165447	USP21
chr1	161165727	161177563	PPOX
chr1	161165847	161177563	PPOX
chr1	161165851	161177563	PPOX
chr1	161165852	161177563	PPOX
chr1	161165854	161177563	PPOX
chr1	161165855	161177563	PPOX
chr1	161165855	161177082	PPOX
chr1	161165856	161170731	PPOX
chr1	161165857	161177082	PPOX
chr1	161165865	161171176	PPOX
chr1	161166151	161171176	PPOX
chr1	161166153	161171176	PPOX
chr1	161166425	161171176	PPOX
chr1	161166425	161177563	PPOX
chr1	161166645	161171176	PPOX
chr1	161166645	161177563	PPOX
chr1	161167130	161177563	PPOX
chr1	161167143	161171176	PPOX
chr1	161167143	161177563	PPOX
chr1	161167157	161177563	PPOX
chr1	161167585	161177563	PPOX
chr1	161171309	161176060	B4GALT3
chr1	161184301	161198627	ADAMTS4
chr1	161189747	161198627	ADAMTS4
chr1	161192163	161198627	ADAMTS4
chr1	161197416	161214193	NDUFS2
chr1	161197416	161213941	NDUFS2
chr1	161199304	161213941	NDUFS2
chr1	161199314	161214193	NDUFS2
chr1	161202366	161214193	NDUFS2
chr1	161202366	161213941	NDUFS2
chr1	161202366	161214395	NDUFS2
chr1	161222291	161223401	APOA2
chr1	161226059	161229095	TOMM40L
chr1	161227185	161227261	MIR5187
chr1	161229668	161236565	NR1I3
chr1	161229668	161238060	NR1I3
chr1	161258744	161284481	PCP4L1
chr1	161279464	161280880	LOC105371472
chr1	161279464	161281772	LOC105371472
chr1	161279464	161284343	LOC105371472
chr1	161288777	161291332	LOC107985221
chr1	161294328	161296350	LOC124904442
chr1	161303599	161309935	MPZ
chr1	161304734	161309905	MPZ
chr1	161364732	161367868	CFAP126
chr1	161385399	161387507	LOC124904443
chr1	161489417	161496143	LOC105371473
chr1	161505456	161518148	FCGR2A
chr1	161505456	161518018	FCGR2A
chr1	161505456	161519599	FCGR2A
chr1	161505456	161518148	FCGR2A
chr1	161505456	161519968	FCGR2A
chr1	161505456	161523408	FCGR2A
chr1	161506632	161519968	FCGR2A
chr1	161524539	161526590	HSPA6
chr1	161541758	161549736	FCGR3A
chr1	161541758	161550051	FCGR3A
chr1	161541758	161549882	FCGR3A
chr1	161541758	161549736	FCGR3A
chr1	161581338	161601220	FCGR2C
chr1	161606171	161608550	HSPA7
chr1	161623195	161630377	FCGR3B
chr1	161623195	161631094	FCGR3B
chr1	161647242	161677553	FCGR2B
chr1	161647242	161677480	FCGR2B
chr1	161647242	161677553	FCGR2B
chr1	161647242	161677480	FCGR2B
chr1	161647242	161677553	FCGR2B
chr1	161647242	161677480	FCGR2B
chr1	161647242	161677553	FCGR2B
chr1	161647242	161677480	FCGR2B
chr1	161647242	161677553	FCGR2B
chr1	161647242	161678654	FCGR2B
chr1	161663142	161673522	FCGR2B
chr1	161663142	161677553	FCGR2B
chr1	161683694	161685252	RPL31P11
chr1	161707228	161713380	FCRLA
chr1	161721543	161727662	FCRLB
chr1	161722256	161727662	FCRLB
chr1	161722652	161727483	FCRLB
chr1	161722652	161727313	FCRLB
chr1	161722652	161727483	FCRLB
chr1	161722652	161727313	FCRLB
chr1	161749785	161756947	DUSP12
chr1	161763782	161766147	ATF6-DT
chr1	161766319	161866372	ATF6
chr1	161766448	161772615	LOC124904444
chr1	162157106	162157182	MIR4654
chr1	162158911	162174906	LOC105371475
chr1	162158911	162174920	LOC105371475
chr1	162158911	162175220	LOC105371475
chr1	162162164	162174907	LOC105371475
chr1	162316567	162319488	LOC124904445
chr1	162342545	162342640	MIR556
chr1	162362982	162367467	NOS1AP
chr1	162373202	162376790	SPATA46
chr1	162378840	162383683	C1orf226
chr1	162381727	162383683	C1orf226
chr1	162552552	162561353	UAP1-DT
chr1	162561530	162599363	UAP1
chr1	162561530	162599837	UAP1
chr1	162561721	162599363	UAP1
chr1	162561869	162599363	UAP1
chr1	162851019	162859646	CCDC190
chr1	163039953	163041715	LOC107985223
chr1	163068870	163074560	RGS4
chr1	163069253	163074391	RGS4
chr1	163069360	163074560	RGS4
chr1	163071904	163074560	RGS4
chr1	163072997	163073456	LOC124904446
chr1	163316703	163321735	LOC127814295
chr1	163321953	163355469	NUF2
chr1	163421069	163423191	LOC100422212
chr1	163735513	163825651	LOC124904447
chr1	164769115	164774641	PBX1-AS1
chr1	164909155	164912375	LOC107985451
chr1	165131536	165137934	LOC107985452
chr1	165201866	165263430	LMX1A
chr1	165204046	165212923	LMX1A-AS2
chr1	165207581	165212923	LMX1A-AS2
chr1	165215954	165219044	LMX1A-AS1
chr1	165436930	165445126	RXRG
chr1	165535530	165535915	LOC124904448
chr1	165543999	165563824	LRRC52
chr1	165631233	165655504	MGST3
chr1	165698749	165709968	LOC440700
chr1	165724290	165768515	TMCO1
chr1	165724290	165768904	TMCO1
chr1	165724290	165768922	TMCO1
chr1	165726794	165768751	TMCO1
chr1	165768928	165775449	TMCO1-AS1
chr1	165827613	165907823	UCK2
chr1	165907920	165907976	MIR3658
chr1	166069298	166166248	FAM78B
chr1	166080735	166091567	FAM78B-AS1
chr1	166154742	166154798	MIR921
chr1	166475771	166490039	LINC01675
chr1	166603915	166625238	FMO9P
chr1	166839474	166850409	POGK
chr1	166839854	166850409	POGK
chr1	166856509	166876233	TADA1
chr1	166895695	166901956	LOC124904450
chr1	166908186	166972992	ILDR2
chr1	166908186	166973248	ILDR2
chr1	166908186	166975268	ILDR2
chr1	166922230	166972992	ILDR2
chr1	166923100	166972992	ILDR2
chr1	166927170	166933612	LOC124904449
chr1	166927170	166972747	LOC124904449
chr1	166947754	166973048	LOC124904449
chr1	166989279	167021855	MAEL
chr1	167041434	167041536	LOC124904834
chr1	167052684	167064916	LOC105371600
chr1	167052835	167069012	GPA33
chr1	167052835	167090287	GPA33
chr1	167088599	167091381	LOC124904451
chr1	167166599	167173301	LOC105371601
chr1	167175361	167195805	LINC01363
chr1	167219830	167220536	POU2F1-DT
chr1	167454668	167458479	LOC101928512
chr1	167455054	167458479	LOC101928512
chr1	167455065	167458479	LOC101928512
chr1	167455065	167478832	LOC101928512
chr1	167456154	167458479	LOC101928512
chr1	167529538	167535795	LOC107985224
chr1	167541012	167553741	CREG1
chr1	167916674	167935841	MPC2
chr1	167916674	167935996	MPC2
chr1	167998659	167998726	MIR1255B2
chr1	168079541	168136396	GPR161
chr1	168079541	168097210	GPR161
chr1	168079541	168104850	GPR161
chr1	168079541	168137396	GPR161
chr1	168079541	168137421	GPR161
chr1	168079541	168104850	GPR161
chr1	168079541	168134921	GPR161
chr1	168079541	168104850	GPR161
chr1	168079541	168097210	GPR161
chr1	168178961	168192228	TIPRL
chr1	168178961	168200046	TIPRL
chr1	168226003	168242540	SFT2D2
chr1	168245564	168247430	ANKRD36BP1
chr1	168375523	168375621	MIR557
chr1	168400190	168422656	LOC100505918
chr1	168464113	168495640	LOC101928565
chr1	168540767	168543964	XCL2
chr1	168576604	168581220	XCL1
chr1	168638123	168666551	LOC105371604
chr1	168695467	168729174	DPT
chr1	168763364	168774619	LOC124904452
chr1	168786940	168792888	LINC00626
chr1	168839400	168870199	LOC105371606
chr1	169104123	169104907	LOC101928596
chr1	169106689	169131555	ATP1B1
chr1	169368194	169377036	BLZF1
chr1	169368194	169387182	BLZF1
chr1	169394869	169424927	CCDC181
chr1	169418783	169424927	CCDC181
chr1	169511950	169586386	F5
chr1	169662331	169683932	LOC107985745
chr1	169690666	169711498	SELL
chr1	169690666	169708857	SELL
chr1	169722639	169733612	SELE
chr1	169762938	169764733	LOC101928628
chr1	169783836	169852987	FIRRM
chr1	169792528	169793695	METTL18
chr1	169794729	169804248	FIRRM
chr1	169794729	169852987	FIRRM
chr1	169795039	169804168	FIRRM
chr1	169795039	169850506	FIRRM
chr1	169795039	169852987	FIRRM
chr1	169795039	169852053	FIRRM
chr1	169795039	169852987	FIRRM
chr1	169795039	169850345	FIRRM
chr1	169795039	169854080	FIRRM
chr1	169821405	169852987	FIRRM
chr1	170145958	170167757	NTMT2
chr1	170151377	170151462	MIR3119-1
chr1	170151377	170151462	MIR3119-2
chr1	170155896	170167757	NTMT2
chr1	170174378	170241570	LINC01681
chr1	170271404	170284208	LINC01142
chr1	170532165	170544849	GORAB
chr1	170532165	170552462	GORAB
chr1	170532165	170553834	GORAB
chr1	170567517	170570630	LOC124904453
chr1	170662767	170736186	PRRX1
chr1	170664130	170736186	PRRX1
chr1	170664130	170730331	PRRX1
chr1	170805898	170826093	LOC124904454
chr1	170882927	170887051	LOC124904455
chr1	170935533	170998400	MROH9
chr1	171090904	171117442	FMO3
chr1	171100733	171117442	FMO3
chr1	171101727	171101806	MIR1295A
chr1	171101738	171101798	MIR1295B
chr1	171137739	171161563	FMO6P
chr1	171185207	171209145	FMO2
chr1	171185207	171211230	FMO2
chr1	171185207	171212686	FMO2
chr1	171185299	171209145	FMO2
chr1	171185299	171212686	FMO2
chr1	171196089	171224361	LOC124900413
chr1	171248493	171283923	FMO1
chr1	171248493	171285544	FMO1
chr1	171248493	171285254	FMO1
chr1	171257922	171285544	FMO1
chr1	171268995	171285544	FMO1
chr1	171314182	171334608	FMO4
chr1	171314182	171339385	FMO4
chr1	171314182	171341839	FMO4
chr1	171338895	171341326	TOP1P1
chr1	171481906	171482009	LOC124904828
chr1	171519815	171519919	LOC124904697
chr1	171600871	171626601	MYOCOS
chr1	171614796	171626601	MYOCOS
chr1	171619762	171626601	MYOCOS
chr1	171622242	171626601	MYOCOS
chr1	171635416	171652611	MYOC
chr1	171709697	171738414	VAMP4
chr1	171781659	171796756	METTL13
chr1	171864191	171864687	DNM3-IT1
chr1	172136878	172144835	DNM3OS
chr1	172138797	172138907	MIR214
chr1	172138807	172138888	MIR3120
chr1	172144534	172144644	MIR199A2
chr1	172393750	172422466	LOC102724528
chr1	172393750	172423356	LOC102724528
chr1	172420684	172468594	C1orf105
chr1	172441456	172442622	PIGC
chr1	172443990	172468594	C1orf105
chr1	172444103	172468594	C1orf105
chr1	172444308	172468594	C1orf105
chr1	172452892	172468594	C1orf105
chr1	172532348	172610259	SUCO
chr1	172533149	172610259	SUCO
chr1	172533149	172608793	SUCO
chr1	172659102	172664369	FASLG
chr1	172659102	172666016	FASLG
chr1	172815557	172817697	LOC107985225
chr1	172825124	172836054	LOC105371618
chr1	172831126	172836054	LOC105371618
chr1	172832069	172836054	LOC105371618
chr1	173039201	173050896	TNFSF18
chr1	173172869	173205735	TNFSF4
chr1	173183730	173205313	TNFSF4
chr1	173183730	173205735	TNFSF4
chr1	173183730	173207176	TNFSF4
chr1	173183730	173208244	TNFSF4
chr1	173417788	173461362	PRDX6-AS1
chr1	173477334	173487863	PRDX6
chr1	173488762	173495471	LOC124904456
chr1	173608335	173659418	ANKRD45
chr1	173608335	173669851	ANKRD45
chr1	173635337	173637036	TEX50
chr1	173637704	173643141	LOC105371619
chr1	173637704	173662314	LOC105371619
chr1	173660096	173660200	LOC124904822
chr1	173714980	173775748	KLHL20
chr1	173714980	173782163	KLHL20
chr1	173714980	173785247	KLHL20
chr1	173824672	173851940	DARS2
chr1	173824672	173857705	DARS2
chr1	173863247	173863941	GAS5-AS1
chr1	173863900	173867989	GAS5
chr1	173863900	173869045	GAS5
chr1	173864145	173864222	SNORD81
chr1	173864368	173864445	SNORD47
chr1	173864832	173864903	SNORD80
chr1	173865349	173865430	SNORD79
chr1	173865621	173865686	SNORD78
chr1	173865967	173866028	SNORD44
chr1	173866204	173866290	SNORA103
chr1	173866300	173866370	SNORD77
chr1	173866634	173866715	SNORD76
chr1	173866878	173866938	SNORD75
chr1	173867673	173867745	SNORD74
chr1	173868081	173876557	ZBTB37
chr1	173868081	173885639	ZBTB37
chr1	173868379	173871152	ZBTB37
chr1	173868379	173876557	ZBTB37
chr1	173868379	173885639	ZBTB37
chr1	173868379	173886124	ZBTB37
chr1	173868379	173885639	ZBTB37
chr1	173868379	173886124	ZBTB37
chr1	173868379	173873629	ZBTB37
chr1	173868379	173885639	ZBTB37
chr1	173868379	173886124	ZBTB37
chr1	173903799	173914816	SERPINC1
chr1	173903799	173917259	SERPINC1
chr1	173916499	173924478	LOC124904457
chr1	173919265	173924478	LOC124904457
chr1	174022482	174023190	RC3H1-DT
chr1	174121637	174159287	RABGAP1L-DT
chr1	174200128	174200230	LOC124904825
chr1	174447963	174449197	GPR52
chr1	174874418	174957905	RABGAP1L
chr1	174875517	174957905	RABGAP1L
chr1	174934946	174954261	RABGAP1L-AS1
chr1	174997478	174999302	LOC105371622
chr1	174997478	174999646	LOC105371622
chr1	174999434	175010079	CACYBP
chr1	174999946	175010079	CACYBP
chr1	175012957	175023408	MRPS14
chr1	175012957	175023425	MRPS14
chr1	175156985	175161013	KIAA0040
chr1	175156985	175160630	KIAA0040
chr1	175156985	175161013	KIAA0040
chr1	175156985	175160630	KIAA0040
chr1	175156985	175161013	KIAA0040
chr1	175287509	175335509	LOC105371623
chr1	175865100	175882301	LOC124904458
chr1	175865100	175886736	LOC124904458
chr1	175877342	175880464	LINC01657
chr1	175904761	175921165	LINC02803
chr1	175968369	175968479	MIR1843
chr1	175968396	175968540	SCARNA3
chr1	176207664	176266133	COP1-DT
chr1	176217540	176217602	LOC124904756
chr1	177029362	177029445	MIR488
chr1	177243683	177256039	LOC105371625
chr1	177351585	177366458	LINC01645
chr1	177700523	177710330	LINC01741
chr1	177928787	177967981	SEC16B
chr1	177945334	177967981	SEC16B
chr1	178006135	178038007	CRYZL2P
chr1	178075569	178076182	LOC124904459
chr1	178091507	178093993	RASAL2-AS1
chr1	178324087	178341341	LOC105371629
chr1	178478791	178493819	CLEC20A
chr1	178478791	178493753	CLEC20A
chr1	178478791	178495057	CLEC20A
chr1	178478791	178499535	CLEC20A
chr1	178479239	178496939	CLEC20A
chr1	178487522	178495057	CLEC20A
chr1	178501457	178513050	LOC101928866
chr1	178506498	178513050	LOC101928866
chr1	178507311	178513050	LOC101928866
chr1	178511562	178513050	LOC101928866
chr1	178526164	178531188	LOC105371631
chr1	178526164	178531581	LOC105371631
chr1	178526164	178532732	LOC105371631
chr1	178540562	178542645	LOC124904460
chr1	178542795	178548889	C1orf220
chr1	178554149	178585860	LOC105371632
chr1	178554851	178585861	LOC105371632
chr1	178559887	178580107	LOC105371632
chr1	178677748	178677834	MIR4424
chr1	178723008	178726284	RALGPS2-AS1
chr1	178797186	178809783	LOC124904462
chr1	178849534	178865776	ANGPTL1
chr1	178852878	178869329	ANGPTL1
chr1	178936898	178939071	LOC102724754
chr1	179082069	179095218	TOR3A
chr1	179099329	179143044	ABL2
chr1	179201486	179201627	LOC124900429
chr1	179315006	179353641	SOAT1
chr1	179322519	179353641	SOAT1
chr1	179591612	179690943	TDRD5
chr1	179591831	179690943	TDRD5
chr1	179606226	179690943	TDRD5
chr1	179702033	179730060	LOC105371635
chr1	179727775	179814189	FAM163A
chr1	179727775	179809933	FAM163A
chr1	179730187	179742697	LOC128071543
chr1	179730187	179814189	FAM163A
chr1	179743290	179814189	FAM163A
chr1	179743290	179809933	FAM163A
chr1	179803923	179804025	MIR12116
chr1	179814294	179817023	LOC105371634
chr1	179814294	179818696	LOC105371634
chr1	179814294	179819418	LOC105371634
chr1	179819825	179825601	LINC02818
chr1	179821258	179822789	LOC124904463
chr1	179839975	179847571	TOR1AIP2
chr1	179839975	179852665	TOR1AIP2
chr1	179857821	179865176	TOR1AIP2
chr1	179882284	179918239	TOR1AIP1
chr1	179926170	179952478	LOC101928933
chr1	180152607	180154838	LOC105371636
chr1	180154868	180197341	QSOX1
chr1	180154868	180197037	QSOX1
chr1	180228374	180274579	LHX4
chr1	180228995	180274579	LHX4
chr1	180230263	180274579	LHX4
chr1	180248393	180274579	LHX4
chr1	180269662	180274681	LHX4-AS1
chr1	180417001	180430143	LOC105371637
chr1	180438313	180438390	MIR3121
chr1	180558963	180566518	OVAAL
chr1	180561517	180566518	OVAAL
chr1	180851887	180872884	LOC124904464
chr1	180906591	180914056	LINC02816
chr1	180912896	180945588	KIAA1614
chr1	180936757	180941157	LOC107985231
chr1	180949689	180954887	KIAA1614-AS1
chr1	181033386	181055265	MR1
chr1	181033982	181050345	MR1
chr1	181033982	181055265	MR1
chr1	181087796	181088501	LOC124904465
chr1	181088699	181089886	IER5
chr1	181174483	181182208	LINC01732
chr1	181236387	181238604	LINC01699
chr1	181309212	181312328	LOC107985454
chr1	181419740	181432389	LOC107985232
chr1	181427855	181432389	LOC107985232
chr1	182002894	182004315	LOC105371640
chr1	182110070	182118648	LOC105371642
chr1	182203944	182314061	LINC01344
chr1	182378097	182388737	GLUL
chr1	182398116	182400485	TEDDM1
chr1	182407620	182414813	LINC00272
chr1	182452717	182556057	RGSL1
chr1	182460043	182556057	RGSL1
chr1	182460061	182556057	RGSL1
chr1	182472467	182556057	RGSL1
chr1	182488330	182556057	RGSL1
chr1	182598622	182604259	RGS16
chr1	182615139	182616629	LINC01686
chr1	182641817	182669649	RGS8
chr1	182641817	182671676	RGS8
chr1	182641817	182672824	RGS8
chr1	182641817	182669649	RGS8
chr1	182641817	182672824	RGS8
chr1	182789772	182828908	NPL
chr1	182789772	182829679	NPL
chr1	182789772	182825820	NPL
chr1	182789772	182829679	NPL
chr1	182789772	182828908	NPL
chr1	182833671	182839591	DHX9-AS1
chr1	182899864	182951984	SHCBP1L
chr1	182899864	182953133	SHCBP1L
chr1	183138401	183141270	LAMC1-AS1
chr1	183186263	183235583	LAMC2
chr1	183248236	183304739	NMNAT2
chr1	183433889	183462883	LOC105371646
chr1	183460873	183471982	SMG7-AS1
chr1	183502316	183551931	SMG7
chr1	183527712	183551931	SMG7
chr1	183555561	183590329	NCF2
chr1	183563491	183590329	NCF2
chr1	183567351	183590329	NCF2
chr1	183646274	183648781	APOBEC4
chr1	184051729	184072863	TSEN15
chr1	184051729	184072840	TSEN15
chr1	184051729	184072847	TSEN15
chr1	184051729	184095804	TSEN15
chr1	184051729	184074212	TSEN15
chr1	184112443	184123963	LOC102724830
chr1	184150353	184153716	LOC124904466
chr1	184208210	184213961	LOC124904467
chr1	184385752	184386704	C1orf21-DT
chr1	184607458	184630476	LOC107985236
chr1	184635612	184636620	LOC124904468
chr1	184664341	184665840	LOC105371648
chr1	184664341	184673603	LOC105371648
chr1	184690236	184754646	EDEM3
chr1	184690236	184737684	EDEM3
chr1	184690236	184754858	EDEM3
chr1	184755173	184775680	LOC105371649
chr1	184812276	184815740	LOC107985238
chr1	184812276	184836885	LOC107985238
chr1	185001526	185008678	LINC01633
chr1	185087551	185100301	RNF2
chr1	185118100	185147238	TRMT1L
chr1	185118100	185156712	TRMT1L
chr1	185118100	185147238	TRMT1L
chr1	185267678	185290674	LOC105371651
chr1	185296387	185306487	IVNS1ABP
chr1	185296387	185309493	IVNS1ABP
chr1	185296387	185309396	IVNS1ABP
chr1	185323845	185335039	GS1-279B7.1
chr1	185646508	185657168	GS1-204I12.4
chr1	185647768	185657168	GS1-204I12.4
chr1	185678196	185680905	LOC107985239
chr1	186184106	186185748	LOC105371654
chr1	186224446	186228193	LOC124904471
chr1	186296272	186313778	PRG4
chr1	186296278	186313778	PRG4
chr1	186311651	186375028	TPR
chr1	186435160	186470291	PDC-AS1
chr1	186443565	186446482	PDC
chr1	186443565	186449459	PDC
chr1	186671790	186680290	PTGS2
chr1	186680653	186681446	PACERR
chr1	187253890	187255861	LOC105371655
chr1	187443627	187477222	LINC01037
chr1	187485413	187547684	LOC105371656
chr1	190228963	190251477	LOC105371659
chr1	190228963	190265041	LOC105371659
chr1	190342440	190347801	LOC105371658
chr1	190342440	190362149	LOC105371658
chr1	190478259	190481394	BRINP3-DT
chr1	190478550	190481394	BRINP3-DT
chr1	191221158	191228498	LINC01680
chr1	192106248	192123264	LOC105371661
chr1	192158461	192184554	RGS18
chr1	192236212	192239791	LOC105371662
chr1	192316991	192366124	RGS21
chr1	192343358	192380431	LOC124904473
chr1	192380756	192387805	LOC124904472
chr1	192575772	192579322	RGS1
chr1	192609354	192634550	LOC107985241
chr1	192636146	192659523	RGS13
chr1	192716327	192716390	MIR4426
chr1	192754931	192768503	LOC105371665
chr1	192754931	192792523	LOC105371665
chr1	192809038	192811596	RGS2
chr1	192831847	192864066	LOC105371668
chr1	192835124	192853026	LOC105371667
chr1	193012253	193044183	UCHL5
chr1	193012253	193059260	UCHL5
chr1	193012253	193029449	UCHL5
chr1	193012253	193059461	UCHL5
chr1	193012253	193029449	UCHL5
chr1	193012253	193059998	UCHL5
chr1	193012253	193059360	UCHL5
chr1	193017723	193044183	UCHL5
chr1	193017723	193059260	UCHL5
chr1	193017723	193059461	UCHL5
chr1	193017723	193029449	UCHL5
chr1	193017723	193059998	UCHL5
chr1	193017723	193059360	UCHL5
chr1	193019799	193059260	UCHL5
chr1	193019886	193060076	UCHL5
chr1	193020306	193059260	UCHL5
chr1	193057280	193057415	SCARNA18B
chr1	193096464	193105638	GLRX2
chr1	193096469	193105382	GLRX2
chr1	193096469	193101203	GLRX2
chr1	193109079	193115719	LOC124904474
chr1	193122030	193161194	CDC73
chr1	193136502	193136583	MIR1278
chr1	193178729	193181562	B3GALT2
chr1	194132780	194144323	LOC124904476
chr1	194159154	194232761	LOC107985242
chr1	194291238	194299946	LOC105371670
chr1	195481483	195514430	LOC107985458
chr1	195747118	195763412	LOC105371672
chr1	196182421	196186169	LOC105371674
chr1	196225778	196342194	KCNT2
chr1	196347537	196371178	LOC124904597
chr1	196582412	196582481	MIR4735
chr1	196652042	196701331	CFH
chr1	196774839	196793513	CFHR3
chr1	196819730	196831999	CFHR1
chr1	196888051	196914992	CFHR4
chr1	196888051	196916561	CFHR4
chr1	196888051	196918406	CFHR4
chr1	196906917	196918406	CFHR4
chr1	196907749	196933713	LOC105371675
chr1	196943737	196959080	CFHR2
chr1	196943767	196959080	CFHR2
chr1	196943798	196959080	CFHR2
chr1	197038740	197062977	F13B
chr1	197038740	197067223	F13B
chr1	197040521	197067223	F13B
chr1	197042783	197067223	F13B
chr1	197153681	197200473	ZBTB41
chr1	197153681	197201293	ZBTB41
chr1	197167589	197200473	ZBTB41
chr1	197175926	197200473	ZBTB41
chr1	197273054	197287833	LOC124904477
chr1	197734008	197775155	DENND1B
chr1	197902629	197907220	C1orf53
chr1	198452363	198519810	LOC105371677
chr1	198523221	198540650	ATP6V1G3
chr1	198597723	198598868	LOC124904478
chr1	198639039	198694181	PTPRC
chr1	198639039	198693206	PTPRC
chr1	198729690	198756181	PTPRC
chr1	198731278	198756181	PTPRC
chr1	198858872	198858982	MIR181B1
chr1	198859043	198859153	MIR181A1
chr1	198992588	199018964	LINC01222
chr1	199016132	199076735	LINC01221
chr1	199099805	199178822	LOC107985243
chr1	199448978	199460434	LOC105371680
chr1	199947646	199959459	LOC105371682
chr1	199961606	199961710	LOC124904853
chr1	200101281	200109574	LOC107985244
chr1	200241637	200248452	LOC124904479
chr1	200342543	200373792	LINC00862
chr1	200463652	200483506	LOC124900414
chr1	200473989	200482046	LOC124904480
chr1	200519577	200531039	LOC107985459
chr1	200520833	200531039	LOC107985459
chr1	200551496	200608910	KIF14
chr1	200551496	200618723	KIF14
chr1	200551496	200618594	KIF14
chr1	200551496	200618156	KIF14
chr1	200551496	200618723	KIF14
chr1	200551499	200618723	KIF14
chr1	200640804	200666740	DDX59
chr1	200644036	200666740	DDX59
chr1	200649096	200666740	DDX59
chr1	200650588	200666740	DDX59
chr1	200872980	200874123	GPR25
chr1	200891530	200913629	INAVA
chr1	200894899	200913629	INAVA
chr1	200969389	201023383	KIF21B
chr1	200974003	200999902	KIF21B
chr1	200974003	201003087	KIF21B
chr1	200974003	201023383	KIF21B
chr1	201023948	201028797	LOC101929305
chr1	201023948	201030547	LOC101929305
chr1	201023948	201036676	LOC101929305
chr1	201095748	201098638	LOC124904481
chr1	201113942	201115372	ASCL5
chr1	201134771	201153923	TMEM9
chr1	201134771	201154474	TMEM9
chr1	201355414	201356662	LOC101929326
chr1	201359013	201366863	TNNT2
chr1	201359013	201373254	TNNT2
chr1	201380832	201399306	LAD1
chr1	201399490	201406369	LOC101929343
chr1	201403783	201417793	TNNI1
chr1	201464277	201468786	PHLDA3
chr1	201464277	201469188	PHLDA3
chr1	201483529	201496303	CSRP1
chr1	201507212	201516769	CSRP1-AS1
chr1	201507212	201531581	CSRP1-AS1
chr1	201507212	201534784	CSRP1-AS1
chr1	201509723	201540145	LOC124904484
chr1	201519903	201520602	RPS10P7
chr1	201599845	201647984	LOC124904482
chr1	201719507	201719627	MIR5191
chr1	201722054	201732119	LOC124904483
chr1	201722054	201777542	LOC124904483
chr1	201739899	201819932	NAV1
chr1	201808610	201808702	MIR1231
chr1	201863372	201863447	MIR6739
chr1	201888676	201892587	SHISA4
chr1	201888897	201891846	SHISA4
chr1	201896455	201946340	LMOD1
chr1	201955502	201969554	TIMM17A
chr1	201978460	201978595	SNORA70H
chr1	201982647	202005716	RNPEP
chr1	201983360	202005716	RNPEP
chr1	202000050	202010353	ELF3-AS1
chr1	202003123	202003236	MIR6740
chr1	202010586	202012900	ELF3
chr1	202010586	202015323	ELF3
chr1	202087726	202109170	LOC105371684
chr1	202122916	202128556	GPR37L1
chr1	202123586	202125718	LOC105371683
chr1	202133403	202144572	ARL8A
chr1	202147012	202159402	PTPN7
chr1	202147012	202154278	PTPN7
chr1	202147012	202160807	PTPN7
chr1	202147012	202161429	PTPN7
chr1	202147012	202159299	PTPN7
chr1	202147012	202161588	PTPN7
chr1	202147015	202159519	PTPN7
chr1	202147015	202159402	PTPN7
chr1	202147015	202161560	PTPN7
chr1	202147015	202159454	PTPN7
chr1	202147015	202161588	PTPN7
chr1	202153757	202160807	PTPN7
chr1	202168050	202189449	PTPRVP
chr1	202197627	202197731	LOC124904840
chr1	202227140	202236076	LOC101929388
chr1	202227140	202239001	LOC101929388
chr1	202227317	202238957	LOC101929388
chr1	202231663	202231764	LOC124904839
chr1	202246934	202319207	LGR6
chr1	202298649	202319207	LGR6
chr1	202331656	202335660	UBE2T
chr1	202331656	202335754	UBE2T
chr1	202428860	202504453	PPP1R12B
chr1	202527309	202527439	LOC124900426
chr1	202539472	202580560	PPP1R12B
chr1	202540113	202580560	PPP1R12B
chr1	202590595	202605943	SYT2
chr1	202810237	202825935	LOC124904583
chr1	202810945	202811913	PCAT6
chr1	202820256	202827225	MGAT4EP
chr1	202861753	202875241	ACTG1P25
chr1	202878281	202889098	RABIF
chr1	202940824	202945134	ADIPOR1
chr1	202940824	202951070	ADIPOR1
chr1	202940831	202951070	ADIPOR1
chr1	202961872	202967205	CYB5R1
chr1	202986451	203007265	MGAT4FP
chr1	203007373	203023040	TMEM183A
chr1	203007373	203022949	TMEM183A
chr1	203007373	203023040	TMEM183A
chr1	203007373	203022949	TMEM183A
chr1	203007373	203023040	TMEM183A
chr1	203007373	203024848	TMEM183A
chr1	203007630	203023040	TMEM183A
chr1	203007630	203024848	TMEM183A
chr1	203065635	203067688	LOC105371687
chr1	203083128	203085961	MYOG
chr1	203083794	203088340	MYOPARR
chr1	203167810	203175755	MYBPH
chr1	203167810	203177163	MYBPH
chr1	203178930	203186623	CHI3L1
chr1	203181161	203186623	CHI3L1
chr1	203181555	203186623	CHI3L1
chr1	203212822	203213487	LOC124904485
chr1	203216078	203229636	CHIT1
chr1	203216078	203230084	CHIT1
chr1	203216078	203229673	CHIT1
chr1	203267113	203274049	LOC124904486
chr1	203287151	203288798	LINC01353
chr1	203287699	203288798	LINC01353
chr1	203298757	203305325	BTG2-DT
chr1	203305518	203307438	BTG2
chr1	203340627	203348270	FMOD
chr1	203340627	203351122	FMOD
